"","trial_type","do_switch","resp_type","keyTrial.rt","trial_num","block_num","correct","ExactAge","FlooredAge","AgeGroup","participant"
"265","low_switch",0,"correct",0.5472,25,1,1,14.7506849315069,14,"Adolescents",3
"266","low_switch",1,"correct",1.249,26,1,1,14.7506849315069,14,"Adolescents",3
"267","low_switch",0,"correct",0.9383,27,1,1,14.7506849315069,14,"Adolescents",3
"268","low_switch",1,"correct",0.8791,28,1,1,14.7506849315069,14,"Adolescents",3
"269","low_switch",1,"correct",1.1373,29,1,1,14.7506849315069,14,"Adolescents",3
"270","low_switch",0,"correct",0.9943,30,1,1,14.7506849315069,14,"Adolescents",3
"271","high_switch",0,"correct",0.9996,31,2,1,14.7506849315069,14,"Adolescents",3
"272","high_switch",0,"correct",0.9699,32,2,1,14.7506849315069,14,"Adolescents",3
"273","high_switch",0,"correct",0.7894,33,2,1,14.7506849315069,14,"Adolescents",3
"274","high_switch",0,"correct",0.6815,34,2,1,14.7506849315069,14,"Adolescents",3
"275","high_switch",1,"correct",0.768,35,2,1,14.7506849315069,14,"Adolescents",3
"276","high_switch",1,"correct",1.0489,36,2,1,14.7506849315069,14,"Adolescents",3
"277","high_switch",0,"correct",0.7538,37,2,1,14.7506849315069,14,"Adolescents",3
"278","high_switch",0,"correct",0.7766,38,2,1,14.7506849315069,14,"Adolescents",3
"279","high_switch",1,"correct",0.7734,39,2,1,14.7506849315069,14,"Adolescents",3
"280","high_switch",1,"correct",0.9205,40,2,1,14.7506849315069,14,"Adolescents",3
"281","high_switch",1,"correct",0.7235,41,2,1,14.7506849315069,14,"Adolescents",3
"282","high_switch",0,"correct",1.3639,42,2,1,14.7506849315069,14,"Adolescents",3
"283","high_switch",0,"correct",0.5275,43,2,1,14.7506849315069,14,"Adolescents",3
"284","high_switch",0,"correct",0.5896,44,2,1,14.7506849315069,14,"Adolescents",3
"285","high_switch",0,"correct",0.9161,45,2,1,14.7506849315069,14,"Adolescents",3
"286","high_switch",0,"correct",0.518,46,2,1,14.7506849315069,14,"Adolescents",3
"287","high_switch",1,"correct",1.0073,47,2,1,14.7506849315069,14,"Adolescents",3
"288","high_switch",1,"correct",0.8067,48,2,1,14.7506849315069,14,"Adolescents",3
"289","high_switch",1,"correct",0.8864,49,2,1,14.7506849315069,14,"Adolescents",3
"290","high_switch",0,"correct",0.6442,50,2,1,14.7506849315069,14,"Adolescents",3
"291","high_switch",1,"correct",0.5491,51,2,1,14.7506849315069,14,"Adolescents",3
"292","high_switch",1,"correct",0.6404,52,2,1,14.7506849315069,14,"Adolescents",3
"293","high_switch",0,"correct",0.7015,53,2,1,14.7506849315069,14,"Adolescents",3
"294","high_switch",1,"correct",0.5833,54,2,1,14.7506849315069,14,"Adolescents",3
"295","high_switch",1,"correct",0.8338,55,2,1,14.7506849315069,14,"Adolescents",3
"296","high_switch",1,"correct",0.8689,56,2,1,14.7506849315069,14,"Adolescents",3
"297","high_switch",0,"correct",0.5737,57,2,1,14.7506849315069,14,"Adolescents",3
"298","high_switch",1,"correct",0.7454,58,2,1,14.7506849315069,14,"Adolescents",3
"299","high_switch",0,"correct",0.7269,59,2,1,14.7506849315069,14,"Adolescents",3
"300","high_switch",1,"correct",0.9153,60,2,1,14.7506849315069,14,"Adolescents",3
"301","low_switch",0,"correct",0.7356,61,3,1,14.7506849315069,14,"Adolescents",3
"302","low_switch",0,"correct",0.9965,62,3,1,14.7506849315069,14,"Adolescents",3
"303","low_switch",0,"correct",0.9837,63,3,1,14.7506849315069,14,"Adolescents",3
"304","low_switch",0,"correct",1.0855,64,3,1,14.7506849315069,14,"Adolescents",3
"305","low_switch",0,"correct",0.6685,65,3,1,14.7506849315069,14,"Adolescents",3
"306","low_switch",0,"correct",1.1482,66,3,1,14.7506849315069,14,"Adolescents",3
"307","low_switch",0,"correct",0.5942,67,3,1,14.7506849315069,14,"Adolescents",3
"308","low_switch",0,"correct",0.6755,68,3,1,14.7506849315069,14,"Adolescents",3
"309","low_switch",1,"correct",1.0019,69,3,1,14.7506849315069,14,"Adolescents",3
"310","low_switch",0,"correct",0.5942,70,3,1,14.7506849315069,14,"Adolescents",3
"311","low_switch",0,"correct",0.5033,71,3,1,14.7506849315069,14,"Adolescents",3
"312","low_switch",1,"correct",1.3876,72,3,1,14.7506849315069,14,"Adolescents",3
"313","low_switch",0,"correct",0.7013,73,3,1,14.7506849315069,14,"Adolescents",3
"314","low_switch",0,"correct",0.6333,74,3,1,14.7506849315069,14,"Adolescents",3
"315","low_switch",0,"correct",1.2857,75,3,1,14.7506849315069,14,"Adolescents",3
"316","low_switch",0,"correct",0.7177,76,3,1,14.7506849315069,14,"Adolescents",3
"317","low_switch",0,"correct",0.6084,77,3,1,14.7506849315069,14,"Adolescents",3
"318","low_switch",0,"correct",0.6702,78,3,1,14.7506849315069,14,"Adolescents",3
"319","low_switch",0,"correct",0.4897,79,3,1,14.7506849315069,14,"Adolescents",3
"320","low_switch",0,"correct",0.6137,80,3,1,14.7506849315069,14,"Adolescents",3
"321","low_switch",1,"correct",1.0855,81,3,1,14.7506849315069,14,"Adolescents",3
"322","low_switch",0,"correct",0.6249,82,3,1,14.7506849315069,14,"Adolescents",3
"323","low_switch",1,"correct",1.2029,83,3,1,14.7506849315069,14,"Adolescents",3
"324","low_switch",1,"correct",0.5907,84,3,1,14.7506849315069,14,"Adolescents",3
