"","Difficulty","do_switch","resp_type","keyTrial.rt","too_slow_trial","trial_num","block_num","correct","block_third","Incentive","ExactAge","FlooredAge","AgeGroup","participant"
"1","Easy",0,"correct",0.6839,0,1,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"2","Easy",0,"correct",0.4844,0,2,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"3","Easy",0,"correct",0.5009,0,3,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"4","Easy",1,"correct",0.7337,0,4,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"5","Easy",0,"too_slow",NA,1,5,1,NA,"Early","10¢",20.3780821917808,20,"Adults",1
"6","Easy",0,"correct",0.501,0,6,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"7","Easy",0,"correct",0.5174,0,7,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"8","Easy",0,"correct",0.6333,0,8,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"9","Easy",0,"correct",0.534,0,9,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"10","Easy",1,"correct",0.6839,0,10,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"11","Easy",1,"correct",0.4671,0,11,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"12","Easy",0,"correct",0.5335,0,12,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"13","Easy",0,"correct",0.4509,0,13,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"14","Easy",0,"correct",0.45,0,14,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"15","Easy",0,"correct",0.4673,0,15,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"16","Easy",1,"correct",0.517,0,16,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"17","Easy",0,"correct",0.4509,0,17,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"18","Easy",0,"correct",0.6166,0,18,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"19","Easy",0,"correct",0.6345,0,19,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"20","Easy",0,"correct",0.4504,0,20,1,1,"Early","10¢",20.3780821917808,20,"Adults",1
"21","Easy",0,"correct",0.6345,0,21,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"22","Easy",0,"correct",0.4177,0,22,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"23","Easy",1,"correct",0.6838,0,23,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"24","Easy",1,"correct",0.5334,0,24,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"25","Easy",0,"correct",0.4344,0,25,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"26","Easy",0,"correct",0.5013,0,26,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"27","Easy",0,"correct",0.4672,0,27,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"28","Easy",0,"correct",0.4171,0,28,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"29","Easy",0,"correct",0.4001,0,29,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"30","Easy",0,"correct",0.4012,0,30,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"31","Easy",0,"correct",0.4166,0,31,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"32","Easy",0,"correct",0.4349,0,32,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"33","Easy",1,"correct",0.6847,0,33,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"34","Easy",0,"correct",0.4502,0,34,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"35","Easy",1,"correct",0.4179,0,35,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"36","Easy",0,"correct",0.3856,0,36,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"37","Easy",0,"correct",0.417,0,37,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"38","Easy",0,"correct",0.4167,0,38,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"39","Easy",0,"correct",0.4168,0,39,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"40","Easy",0,"correct",0.4345,0,40,2,1,"Early","1¢",20.3780821917808,20,"Adults",1
"41","Hard",0,"correct",0.5671,0,41,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"42","Hard",0,"correct",0.4173,0,42,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"43","Hard",1,"correct",0.5003,0,43,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"44","Hard",1,"correct",0.518,0,44,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"45","Hard",0,"correct",0.4183,0,45,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"46","Hard",1,"correct",0.6514,0,46,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"47","Hard",1,"correct",0.4516,0,47,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"48","Hard",0,"correct",0.4342,0,48,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"49","Hard",0,"correct",0.4002,0,49,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"50","Hard",0,"correct",0.3833,0,50,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"51","Hard",0,"correct",0.4168,0,51,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"52","Hard",1,"correct",0.5003,0,52,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"53","Hard",1,"correct",0.451,0,53,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"54","Hard",0,"correct",0.417,0,54,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"55","Hard",1,"correct",0.8197,0,55,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"56","Hard",1,"correct",0.4499,0,56,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"57","Hard",0,"correct",0.4174,0,57,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"58","Hard",0,"correct",0.4677,0,58,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"59","Hard",1,"correct",0.5676,0,59,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"60","Hard",1,"correct",0.5007,0,60,3,1,"Early","10¢",20.3780821917808,20,"Adults",1
"61","Hard",0,"correct",0.5168,0,61,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"62","Hard",0,"correct",0.4015,0,62,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"63","Hard",1,"correct",0.5003,0,63,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"64","Hard",0,"too_slow",NA,1,64,4,NA,"Early","1¢",20.3780821917808,20,"Adults",1
"65","Hard",0,"correct",0.5009,0,65,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"66","Hard",1,"too_slow",NA,1,66,4,NA,"Early","1¢",20.3780821917808,20,"Adults",1
"67","Hard",1,"correct",0.7177,0,67,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"68","Hard",1,"correct",0.5333,0,68,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"69","Hard",0,"correct",0.4501,0,69,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"70","Hard",0,"correct",0.467,0,70,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"71","Hard",1,"correct",0.5006,0,71,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"72","Hard",1,"correct",0.4672,0,72,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"73","Hard",1,"correct",0.7679,0,73,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"74","Hard",1,"correct",0.6337,0,74,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"75","Hard",0,"correct",0.5676,0,75,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"76","Hard",0,"correct",0.5509,0,76,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"77","Hard",0,"correct",0.4168,0,77,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"78","Hard",0,"correct",0.466,0,78,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"79","Hard",1,"correct",0.7164,0,79,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"80","Hard",1,"correct",0.517,0,80,4,1,"Early","1¢",20.3780821917808,20,"Adults",1
"81","Easy",0,"correct",0.5673,0,81,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"82","Easy",0,"correct",0.3839,0,82,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"83","Easy",0,"correct",0.4162,0,83,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"84","Easy",0,"correct",0.4001,0,84,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"85","Easy",1,"correct",0.7344,0,85,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"86","Easy",0,"correct",0.6169,0,86,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"87","Easy",0,"correct",0.5678,0,87,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"88","Easy",1,"correct",0.4167,0,88,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"89","Easy",0,"correct",0.4167,0,89,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"90","Easy",0,"correct",0.4514,0,90,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"91","Easy",0,"correct",0.4511,0,91,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"92","Easy",0,"correct",0.4517,0,92,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"93","Easy",0,"correct",0.417,0,93,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"94","Easy",0,"correct",0.4511,0,94,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"95","Easy",0,"correct",0.4327,0,95,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"96","Easy",1,"correct",0.7179,0,96,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"97","Easy",0,"correct",0.685,0,97,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"98","Easy",0,"correct",0.5017,0,98,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"99","Easy",1,"correct",0.6511,0,99,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"100","Easy",0,"correct",0.4995,0,100,5,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"101","Easy",0,"correct",0.618,0,101,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"102","Easy",0,"correct",0.4338,0,102,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"103","Easy",0,"correct",0.4011,0,103,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"104","Easy",1,"correct",0.7348,0,104,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"105","Easy",0,"correct",0.5347,0,105,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"106","Easy",0,"correct",0.568,0,106,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"107","Easy",0,"correct",0.4164,0,107,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"108","Easy",1,"correct",0.5086,0,108,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"109","Easy",0,"correct",0.4182,0,109,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"110","Easy",0,"correct",0.5005,0,110,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"111","Easy",0,"correct",0.4017,0,111,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"112","Easy",0,"correct",0.4172,0,112,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"113","Easy",1,"correct",0.7515,0,113,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"114","Easy",0,"correct",0.7012,0,114,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"115","Easy",1,"correct",0.4843,0,115,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"116","Easy",0,"correct",0.4338,0,116,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"117","Easy",0,"correct",0.4506,0,117,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"118","Easy",0,"correct",0.4176,0,118,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"119","Easy",0,"correct",0.3839,0,119,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"120","Easy",0,"correct",0.417,0,120,6,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"121","Hard",0,"correct",0.4826,0,121,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"122","Hard",1,"correct",0.5837,0,122,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"123","Hard",0,"correct",0.4843,0,123,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"124","Hard",0,"correct",0.5847,0,124,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"125","Hard",1,"correct",0.7515,0,125,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"126","Hard",0,"correct",0.485,0,126,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"127","Hard",1,"correct",0.7668,0,127,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"128","Hard",1,"correct",0.5334,0,128,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"129","Hard",1,"correct",0.4681,0,129,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"130","Hard",1,"correct",0.4838,0,130,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"131","Hard",0,"correct",0.433,0,131,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"132","Hard",1,"correct",0.7337,0,132,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"133","Hard",0,"correct",0.5507,0,133,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"134","Hard",0,"correct",0.5167,0,134,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"135","Hard",0,"correct",0.5004,0,135,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"136","Hard",1,"correct",0.4493,0,136,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"137","Hard",0,"correct",0.4344,0,137,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"138","Hard",1,"correct",0.5843,0,138,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"139","Hard",0,"correct",0.6342,0,139,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"140","Hard",1,"correct",0.7679,0,140,7,1,"Middle","1¢",20.3780821917808,20,"Adults",1
"141","Hard",0,"correct",0.4834,0,141,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"142","Hard",0,"correct",0.4178,0,142,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"143","Hard",1,"correct",0.7173,0,143,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"144","Hard",1,"correct",0.4501,0,144,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"145","Hard",0,"correct",0.3688,0,145,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"146","Hard",0,"correct",0.3847,0,146,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"147","Hard",0,"correct",0.4003,0,147,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"148","Hard",1,"correct",0.6008,0,148,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"149","Hard",0,"correct",0.6169,0,149,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"150","Hard",1,"correct",0.4671,0,150,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"151","Hard",1,"correct",0.7338,0,151,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"152","Hard",1,"correct",0.5182,0,152,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"153","Hard",0,"correct",0.4504,0,153,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"154","Hard",0,"correct",0.4342,0,154,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"155","Hard",1,"correct",0.7515,0,155,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"156","Hard",0,"correct",0.5173,0,156,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"157","Hard",0,"correct",0.4684,0,157,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"158","Hard",1,"correct",0.4343,0,158,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"159","Hard",1,"correct",0.5012,0,159,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"160","Hard",1,"correct",0.4498,0,160,8,1,"Middle","10¢",20.3780821917808,20,"Adults",1
"161","Easy",0,"correct",0.5512,0,161,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"162","Easy",0,"correct",0.3852,0,162,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"163","Easy",0,"correct",0.3666,0,163,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"164","Easy",0,"correct",0.4169,0,164,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"165","Easy",0,"correct",0.3688,0,165,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"166","Easy",1,"correct",0.4673,0,166,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"167","Easy",1,"correct",0.6507,0,167,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"168","Easy",0,"correct",0.4503,0,168,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"169","Easy",0,"correct",0.4509,0,169,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"170","Easy",0,"correct",0.4511,0,170,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"171","Easy",0,"correct",0.4505,0,171,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"172","Easy",0,"correct",0.4339,0,172,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"173","Easy",1,"correct",0.5675,0,173,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"174","Easy",0,"correct",0.7003,0,174,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"175","Easy",1,"correct",0.4679,0,175,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"176","Easy",0,"correct",0.468,0,176,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"177","Easy",0,"correct",0.4342,0,177,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"178","Easy",0,"correct",0.4168,0,178,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"179","Easy",0,"correct",0.4503,0,179,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"180","Easy",0,"correct",0.4344,0,180,9,1,"Late","10¢",20.3780821917808,20,"Adults",1
"181","Easy",0,"correct",0.5338,0,181,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"182","Easy",0,"correct",0.4165,0,182,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"183","Easy",0,"correct",0.435,0,183,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"184","Easy",0,"correct",0.4165,0,184,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"185","Easy",1,"correct",0.534,0,185,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"186","Easy",1,"correct",0.4345,0,186,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"187","Easy",0,"correct",0.4169,0,187,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"188","Easy",0,"correct",0.4011,0,188,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"189","Easy",0,"correct",0.4171,0,189,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"190","Easy",0,"correct",0.4338,0,190,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"191","Easy",0,"correct",0.4832,0,191,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"192","Easy",0,"correct",0.4507,0,192,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"193","Easy",0,"correct",0.4173,0,193,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"194","Easy",0,"correct",0.3839,0,194,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"195","Easy",1,"correct",0.7505,0,195,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"196","Easy",1,"correct",0.4344,0,196,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"197","Easy",0,"correct",0.4514,0,197,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"198","Easy",0,"correct",0.4345,0,198,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"199","Easy",0,"correct",0.4344,0,199,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"200","Easy",0,"correct",0.4164,0,200,10,1,"Late","1¢",20.3780821917808,20,"Adults",1
"201","Hard",0,"correct",0.5016,0,201,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"202","Hard",0,"correct",0.4163,0,202,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"203","Hard",0,"correct",0.4163,0,203,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"204","Hard",1,"correct",0.6673,0,204,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"205","Hard",1,"correct",0.4,0,205,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"206","Hard",1,"correct",0.5005,0,206,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"207","Hard",0,"correct",0.4326,0,207,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"208","Hard",0,"correct",0.6843,0,208,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"209","Hard",1,"correct",0.4848,0,209,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"210","Hard",1,"correct",0.5339,0,210,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"211","Hard",0,"correct",0.6511,0,211,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"212","Hard",1,"correct",0.5515,0,212,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"213","Hard",0,"correct",0.4671,0,213,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"214","Hard",1,"correct",0.6174,0,214,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"215","Hard",0,"correct",0.5001,0,215,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"216","Hard",1,"correct",0.6171,0,216,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"217","Hard",0,"correct",0.6012,0,217,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"218","Hard",1,"correct",0.6505,0,218,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"219","Hard",1,"correct",0.4665,0,219,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"220","Hard",0,"correct",0.4687,0,220,11,1,"Late","10¢",20.3780821917808,20,"Adults",1
"221","Hard",0,"correct",0.5002,0,221,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"222","Hard",0,"correct",0.4506,0,222,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"223","Hard",1,"correct",0.6334,0,223,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"224","Hard",1,"correct",0.4337,0,224,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"225","Hard",1,"correct",0.451,0,225,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"226","Hard",0,"correct",0.4168,0,226,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"227","Hard",1,"correct",0.4665,0,227,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"228","Hard",1,"correct",0.4673,0,228,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"229","Hard",1,"correct",0.5,0,229,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"230","Hard",1,"correct",0.485,0,230,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"231","Hard",0,"correct",0.6178,0,231,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"232","Hard",0,"correct",0.5514,0,232,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"233","Hard",1,"correct",0.4679,0,233,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"234","Hard",0,"correct",0.435,0,234,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"235","Hard",0,"correct",0.4181,0,235,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"236","Hard",0,"correct",0.3831,0,236,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"237","Hard",1,"correct",0.4556,0,237,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"238","Hard",0,"correct",0.4669,0,238,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"239","Hard",1,"correct",0.4179,0,239,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"240","Hard",0,"correct",0.4001,0,240,12,1,"Late","1¢",20.3780821917808,20,"Adults",1
"241","Easy",0,"correct",0.6826,0,1,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"242","Easy",1,"too_slow",NA,1,2,1,NA,"Early","10¢",19.9780821917808,19,"Adults",2
"243","Easy",0,"correct",0.632,0,3,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"244","Easy",1,"correct",0.6017,0,4,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"245","Easy",0,"correct",0.6731,0,5,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"246","Easy",0,"correct",0.5811,0,6,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"247","Easy",0,"correct",0.6131,0,7,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"248","Easy",0,"correct",0.567,0,8,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"249","Easy",0,"correct",0.4993,0,9,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"250","Easy",0,"correct",0.5161,0,10,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"251","Easy",0,"correct",0.4328,0,11,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"252","Easy",0,"correct",0.5348,0,12,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"253","Easy",1,"correct",0.8001,0,13,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"254","Easy",0,"correct",0.5989,0,14,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"255","Easy",0,"correct",0.7803,0,15,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"256","Easy",0,"correct",0.6226,0,16,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"257","Easy",0,"correct",0.5703,0,17,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"258","Easy",0,"correct",0.7013,0,18,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"259","Easy",0,"correct",0.5701,0,19,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"260","Easy",1,"correct",0.4812,0,20,1,1,"Early","10¢",19.9780821917808,19,"Adults",2
"261","Easy",0,"correct",0.7054,0,21,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"262","Easy",0,"correct",0.4671,0,22,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"263","Easy",0,"correct",0.5178,0,23,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"264","Easy",0,"correct",0.5046,0,24,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"265","Easy",1,"correct",0.6663,0,25,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"266","Easy",1,"correct",0.505,0,26,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"267","Easy",1,"correct",0.6166,0,27,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"268","Easy",0,"correct",0.5639,0,28,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"269","Easy",0,"correct",0.6239,0,29,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"270","Easy",0,"correct",0.5434,0,30,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
"271","Easy",1,"correct",0.7669,0,31,2,1,"Early","1¢",19.9780821917808,19,"Adults",2
